Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
"Reaction mass of 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]diphenol and benzyltriphenylphosphonium, salt with 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl) ethylidene]bis[phenol] (1:1)",947-368-7,-,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e1843a018d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1843a018d"" target=""_blank"">Details</a>"
"Reaction mass of 1-(2,3-epoxypropoxy)-2,2-bis ((2,3-epoxypropoxy)methyl) butane and 1-(2,3-epoxypropoxy)-2-((2,3-epoxypropoxy)methyl)-2-hydroxymethyl butane",701-135-4,-,Opinion Adopted,Norway,Chemical registered under REACH,10-Mar-2025,0b0236e1848cfabf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1848cfabf"" target=""_blank"">Details</a>"
"Reaction mass of 1,3-dioxan-5-ol and 1,3-dioxolan-4-ylmethanol",911-694-8,-,Opinion Adopted,Netherlands,Chemical registered under REACH,10-Mar-2025,0b0236e1855e8a03,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1855e8a03"" target=""_blank"">Details</a>"
Pyraclostrobin,605-747-1,175013-18-0,Opinion Adopted,Germany,Active substance in Plant Protection Products,10-Mar-2025,0b0236e185e8feda,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185e8feda"" target=""_blank"">Details</a>"
"Propyl 3,4,5-trihydroxybenzoate",204-498-2,121-79-9,Opinion Adopted,Germany,Chemical registered under REACH,10-Mar-2025,0b0236e1835aa465,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1835aa465"" target=""_blank"">Details</a>"
Potassium chlorate,223-289-7,3811-04-9,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e184792c65,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184792c65"" target=""_blank"">Details</a>"
"picolinafen (ISO); N-(4-fluorophenyl)-6-[3-(trifluoromethyl)phenoxy]pyridine-2-carboxamide; 4′-fluoro-6-[(α,α,α-trifluoro-m-tolyl)oxy]picolinanilide",604-030-0,137641-05-5,Opinion Adopted,Germany,Active substance in Plant Protection Products,10-Mar-2025,0b0236e184f4cac3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184f4cac3"" target=""_blank"">Details</a>"
"perboric acid, sodium salt; perboric acid, sodium salt, monohydrate; perboric acid (HBO(O2)), sodium salt, monohydrate; sodium peroxoborate",-,-,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e184f4ce09,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184f4ce09"" target=""_blank"">Details</a>"
"perboric acid (H3BO2(O2)), monosodium salt trihydrate; perboric acid, sodium salt, tetrahydrate; perboric acid (HBO(O2)), sodium salt, tetrahydrate; sodium peroxoborate hexahydrate",-,-,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e184e0eae4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184e0eae4"" target=""_blank"">Details</a>"
Peracetic acid,201-186-8,79-21-0,Opinion Adopted,Finland,Chemical registered under REACH Active substance in Biocidal Products,10-Mar-2025,0b0236e183f5c0e5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183f5c0e5"" target=""_blank"">Details</a>"
"Nonylphenol, branched and linear, ethoxylated (with average molecular weight < 352 g/mol)",-,-,Opinion Adopted,Netherlands,Chemical registered under REACH,10-Mar-2025,0b0236e183f5d3ea,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183f5d3ea"" target=""_blank"">Details</a>"
"Nonylphenol, branched and linear, ethoxylated (with 704 g/mol ≤ average molecular weight < 1540 g/mol)",-,-,Opinion Adopted,Netherlands,Chemical registered under REACH,10-Mar-2025,0b0236e183f5d1e5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183f5d1e5"" target=""_blank"">Details</a>"
"Nonylphenol, branched and linear, ethoxylated (with 352 g/mol ≤ average molecular weight < 704 g/mol)",-,-,Opinion Adopted,Netherlands,Chemical registered under REACH,10-Mar-2025,0b0236e18166df77,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18166df77"" target=""_blank"">Details</a>"
n-hexane,203-777-6,110-54-3,Opinion Adopted,Germany,Chemical registered under REACH,10-Mar-2025,0b0236e18326c589,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18326c589"" target=""_blank"">Details</a>"
"N,N-dimethyl-p-toluidine",202-805-4,99-97-8,Opinion Adopted,Germany,Chemical registered under REACH,10-Mar-2025,0b0236e186a534eb,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186a534eb"" target=""_blank"">Details</a>"
"N,N'-methylenediacrylamide",203-750-9,110-26-9,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e18195a284,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18195a284"" target=""_blank"">Details</a>"
"Multi-Walled Carbon Tubes (synthetic graphite in tubular shape) with a geometric tube diameter range ≥ 30 nm to ＜3 μm and a length ≥ 5 μm and aspect ratio > 3:1, including Multi-Walled Carbon Nanotubes; [MWC(N)T]",-,-,Opinion Adopted,Germany,Chemical registered under REACH,10-Mar-2025,0b0236e182f8c996,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182f8c996"" target=""_blank"">Details</a>"
"metribuzin (ISO); 4-amino-6-tert-butyl-3-methylthio-1,2,4-triazin-5(4H)-one",244-209-7,21087-64-9,Opinion Adopted,Estonia,Active substance in Plant Protection Products,10-Mar-2025,0b0236e181fef1ab,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181fef1ab"" target=""_blank"">Details</a>"
Methyl-1H-benzotriazole,249-596-6,29385-43-1,Opinion Adopted,Germany,Chemical registered under REACH,10-Mar-2025,0b0236e1840a73dd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1840a73dd"" target=""_blank"">Details</a>"
methyl acrylate; methyl propenoate,202-500-6,96-33-3,Opinion Adopted,Austria,Chemical registered under REACH,10-Mar-2025,0b0236e183096435,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183096435"" target=""_blank"">Details</a>"
"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate; bifenox",255-894-7,42576-02-3,Opinion Adopted,Poland,Active substance in Plant Protection Products,10-Mar-2025,0b0236e18310204c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18310204c"" target=""_blank"">Details</a>"
"mepiquat chloride (ISO); 1,1-dimethylpiperidinium chloride",246-147-6,24307-26-4,Opinion Adopted,Finland,Active substance in Plant Protection Products,10-Mar-2025,0b0236e183791ada,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183791ada"" target=""_blank"">Details</a>"
Hydrogen sulphide,231-977-3,7783-06-4,Opinion Adopted,Germany,Chemical registered under REACH,10-Mar-2025,0b0236e18471782f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18471782f"" target=""_blank"">Details</a>"
Hexyl salicylate,228-408-6,6259-76-3,Opinion Adopted,France,Chemical registered under REACH,10-Mar-2025,0b0236e185e41a77,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185e41a77"" target=""_blank"">Details</a>"
Glyphosate,213-997-4,1071-83-6,Opinion Adopted,Sweden,Active substance in Plant Protection Products,10-Mar-2025,0b0236e180fa9c7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180fa9c7a"" target=""_blank"">Details</a>"
Formic acid,200-579-1,64-18-6,Opinion Adopted,Belgium,Active substance in Biocidal Products,10-Mar-2025,0b0236e1830ee411,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1830ee411"" target=""_blank"">Details</a>"
"foramsulfuron (ISO); 2-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-4-formamido-N,N-dimethylbenzamide; 1-(4,6-dimethoxypyrimidin-2-yl)-3-(2-dimethylcarbamoyl-5-formamidophenylsulfonyl)urea",605-666-1,173159-57-4,Opinion Adopted,Finland,Active substance in Plant Protection Products,10-Mar-2025,0b0236e1816883a6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1816883a6"" target=""_blank"">Details</a>"
"fenpropidin (ISO); (R,S)-1-[3-(4-tert-butylphenyl)-2-methylpropyl]piperidine",614-049-6,67306-00-7,Opinion Adopted,Czech Republic,Active substance in Plant Protection Products,10-Mar-2025,0b0236e1840a8bfe,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1840a8bfe"" target=""_blank"">Details</a>"
Ethyl acrylate,205-438-8,140-88-5,Opinion Adopted,Austria,Chemical registered under REACH,10-Mar-2025,0b0236e185fb7262,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185fb7262"" target=""_blank"">Details</a>"
Ethanethiol,200-837-3,75-08-1,Opinion Adopted,Austria,Chemical registered under REACH,10-Mar-2025,0b0236e182d03d27,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182d03d27"" target=""_blank"">Details</a>"
"diuron (ISO); 3-(3,4-dichlorophenyl)-1,1-dimethylurea",206-354-4,330-54-1,Opinion Adopted,Germany,Chemical registered under REACH Active substance in Plant Protection Products Active substance in Biocidal Products,10-Mar-2025,0b0236e184c5a970,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184c5a970"" target=""_blank"">Details</a>"
"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",278-355-8,75980-60-8,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e183f7fe72,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183f7fe72"" target=""_blank"">Details</a>"
Dimethyl propylphosphonate,242-555-3,18755-43-6,Opinion Adopted,Ireland,Chemical registered under REACH,10-Mar-2025,0b0236e182cb87c8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182cb87c8"" target=""_blank"">Details</a>"
"difenoconazole (ISO); 1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole; 3-chloro-4-[(2RS,4RS;2RS,4SR)-4-methyl-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-2-yl]phenyl 4-chlorophenyl ether",601-613-1,119446-68-3,Opinion Adopted,Spain,Active substance in Plant Protection Products,10-Mar-2025,0b0236e182532457,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182532457"" target=""_blank"">Details</a>"
Dicamba,217-635-6,1918-00-9,Opinion Adopted,Denmark,Active substance in Plant Protection Products,10-Mar-2025,0b0236e1833f02f7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1833f02f7"" target=""_blank"">Details</a>"
Dibutyltin oxide,212-449-1,818-08-6,Opinion Adopted,Austria,Chemical registered under REACH,10-Mar-2025,,
